epoch,train_loss_mean,val_loss,learning_rate,val_map50,val_map50_95,selection_metric,selection_value,is_best,elapsed_seconds,images_seen,images_trained,images_skipped
1,2.199755197763443,1.7469069560368855,0.001,0.0,0.0,val_map_50_95,0.0,true,58.49842206761241,320,320,0
2,1.6702082395553588,1.4629318714141846,0.001,0.019801980198019802,0.008181344450234497,val_map_50_95,0.008181344450234497,true,75.71540294960141,320,320,0
3,1.4553344249725342,1.2860326766967773,0.001,0.609577128070019,0.20819896548574982,val_map_50_95,0.20819896548574982,true,92.43639354035258,320,320,0
4,1.2347458362579347,1.0573409795761108,0.001,0.7875804669825277,0.3501740414254606,val_map_50_95,0.3501740414254606,true,108.70241175591946,320,320,0
5,1.0879111737012863,0.9234548409779867,0.001,0.841169441053847,0.43092810851711427,val_map_50_95,0.43092810851711427,true,125.41238111630082,320,320,0
6,0.982461827993393,0.8583266139030457,0.001,0.8793521661490716,0.46441646110978657,val_map_50_95,0.46441646110978657,true,141.15816263481975,320,320,0
7,0.8953937739133835,0.7965208490689596,0.001,0.8932619353127274,0.4837730855054865,val_map_50_95,0.4837730855054865,true,156.92038513720036,320,320,0
8,0.8643810957670212,0.7448078592618307,0.001,0.9179465704597742,0.5260936050130155,val_map_50_95,0.5260936050130155,true,173.28549698367715,320,320,0
9,0.8289667755365372,0.7400302092234293,0.001,0.9194285386315049,0.5315849209536802,val_map_50_95,0.5315849209536802,true,188.896059256047,320,320,0
10,0.796439990401268,0.7161421179771423,0.001,0.9304352212099507,0.5411592495650651,val_map_50_95,0.5411592495650651,true,204.6227489709854,320,320,0
11,0.7903278052806855,0.6834988395373026,0.001,0.9316605062807298,0.550746782430778,val_map_50_95,0.550746782430778,true,220.80839382857084,320,320,0
12,0.7721894681453705,0.6763924360275269,0.001,0.9331837905861416,0.5521388698451216,val_map_50_95,0.5521388698451216,true,236.45245456695557,320,320,0
13,0.7366599321365357,0.6624980966250101,0.001,0.9422322434650413,0.5737896539892274,val_map_50_95,0.5737896539892274,true,252.1701607890427,320,320,0
14,0.7410980135202407,0.6524097720781962,0.001,0.9437557345069656,0.5758160283849174,val_map_50_95,0.5758160283849174,true,267.6584065966308,320,320,0
15,0.7312086343765258,0.6284202138582865,0.001,0.9441944456096056,0.5710447396878275,val_map_50_95,0.5710447396878275,false,281.91539692506194,320,320,0
16,0.7514148145914078,0.6518743634223938,0.001,0.9425813359598704,0.5613017980148873,val_map_50_95,0.5613017980148873,false,297.02943339571357,320,320,0
17,0.7181736797094345,0.6348785758018494,0.001,0.9437119647808679,0.574549739910038,val_map_50_95,0.574549739910038,false,311.4844535589218,320,320,0
18,0.7218240201473236,0.6230779687563578,0.001,0.9438729190700393,0.5814696811749887,val_map_50_95,0.5814696811749887,true,327.60940423607826,320,320,0
19,0.7211329817771912,0.6513608892758688,0.001,0.9534214666851015,0.5540704599964613,val_map_50_95,0.5540704599964613,false,344.0793977826834,320,320,0
20,0.7060146123170853,0.5977304975191752,0.001,0.9451947294220623,0.592351773532711,val_map_50_95,0.592351773532711,true,359.955383118242,320,320,0
21,0.6894336968660355,0.6094175378481547,0.001,0.9549264622111391,0.593626563745005,val_map_50_95,0.593626563745005,true,378.20641128718853,320,320,0
22,0.6810353100299835,0.6080457170804342,0.001,0.944699353708958,0.5804267378229336,val_map_50_95,0.5804267378229336,false,395.1275788843632,320,320,0
23,0.6793070912361145,0.590521494547526,0.001,0.954862632588537,0.6034035160176073,val_map_50_95,0.6034035160176073,true,410.76942817121744,320,320,0
24,0.6730815976858139,0.5933669408162435,0.001,0.9552604206312274,0.5962229443833627,val_map_50_95,0.5962229443833627,false,425.2643873244524,320,320,0
25,0.6827627122402191,0.5988892912864685,0.001,0.9550652047996826,0.5923796584929735,val_map_50_95,0.5923796584929735,false,439.6513890773058,320,320,0
26,0.6687452316284179,0.5973661144574484,0.001,0.9457080822508928,0.5918230535583425,val_map_50_95,0.5918230535583425,false,453.98437620699406,320,320,0
27,0.6556758284568787,0.5881310105323792,0.001,0.9553205400905281,0.5946998496532948,val_map_50_95,0.5946998496532948,false,470.26851569861174,320,320,0
28,0.6503053665161133,0.5803448657194773,0.001,0.9560289237284635,0.6022161934491119,val_map_50_95,0.6022161934491119,false,485.9025516733527,320,320,0
29,0.6626333862543106,0.5903531710306803,0.001,0.9553059021118995,0.5918609740092113,val_map_50_95,0.5918609740092113,false,500.3594306781888,320,320,0
30,0.6758631706237793,0.5808366338411967,0.001,0.9550698268917318,0.5942286536097486,val_map_50_95,0.5942286536097486,false,514.7573909759521,320,320,0
31,0.6470269948244095,0.5807114442189535,0.001,0.9557654843838244,0.598893618956197,val_map_50_95,0.598893618956197,false,529.6634526886046,320,320,0
32,0.6697044730186462,0.58094455798467,0.001,0.9554724368137921,0.5938612567105644,val_map_50_95,0.5938612567105644,false,544.0124364234507,320,320,0
33,0.6504494279623032,0.6221287250518799,0.001,0.9553987819858539,0.5419990046510411,val_map_50_95,0.5419990046510411,false,558.3918079212308,320,320,0
34,0.6524714976549149,0.5570107797781626,0.001,0.9566970642132248,0.6110407932920675,val_map_50_95,0.6110407932920675,true,574.0664397887886,320,320,0
35,0.6360342055559158,0.564017117023468,0.001,0.9557767260048443,0.6054670398295583,val_map_50_95,0.6054670398295583,false,588.3034122176468,320,320,0
36,0.6238366350531578,0.5548739830652872,0.001,0.956258173198492,0.611416558157292,val_map_50_95,0.611416558157292,true,604.1411956138909,320,320,0
37,0.641589492559433,0.5616905887921652,0.001,0.9558262013734543,0.6146634350211853,val_map_50_95,0.6146634350211853,true,619.7374507710338,320,320,0
38,0.6338237166404724,0.5470554828643799,0.001,0.9566259434072728,0.6187325937694366,val_map_50_95,0.6187325937694366,true,638.352413892746,320,320,0
39,0.6285535275936127,0.5486031274000803,0.001,0.956603864714387,0.6206647008652292,val_map_50_95,0.6206647008652292,true,654.2533939294517,320,320,0
40,0.6274154573678971,0.5455751419067383,0.001,0.9567075426773155,0.6181987650236633,val_map_50_95,0.6181987650236633,false,668.8474841453135,320,320,0
41,0.6221763879060745,0.5701173345247904,0.001,0.9568007860452661,0.6058718844264388,val_map_50_95,0.6058718844264388,false,683.0643893741071,320,320,0
42,0.6369569808244705,0.5609157482782999,0.001,0.9565941009071925,0.6078085030740957,val_map_50_95,0.6078085030740957,false,701.8659284636378,320,320,0
43,0.6268070816993714,0.5693626900513967,0.001,0.9559108954834755,0.5922109547410479,val_map_50_95,0.5922109547410479,false,716.4973767474294,320,320,0
44,0.629380515217781,0.5543170770009359,0.001,0.9562683217004149,0.6098457830413844,val_map_50_95,0.6098457830413844,false,730.8863894380629,320,320,0
45,0.6223293721675873,0.5453685720761617,0.001,0.9564726643446629,0.6183150001039011,val_map_50_95,0.6183150001039011,false,745.1667078696191,320,320,0
46,0.6093848317861557,0.5415787696838379,0.001,0.9665883604751486,0.6309869888264675,val_map_50_95,0.6309869888264675,true,760.8163819313049,320,320,0
47,0.6135497450828552,0.5525966286659241,0.001,0.9562416091296708,0.6083869312469556,val_map_50_95,0.6083869312469556,false,775.4264202751219,320,320,0
48,0.6166803032159806,0.5232362747192383,0.001,0.9666489662978687,0.6316565957674679,val_map_50_95,0.6316565957674679,true,791.1614087820053,320,320,0
49,0.6249531269073486,0.5338873863220215,0.001,0.9658982958168535,0.6167850214593489,val_map_50_95,0.6167850214593489,false,805.4303866438568,320,320,0
50,0.6016755387187004,0.5401468674341837,0.001,0.9661963315996283,0.6223742215339649,val_map_50_95,0.6223742215339649,false,819.6274106130004,320,320,0
51,0.6132254153490067,0.540553609530131,0.001,0.9566604474581488,0.626730669472804,val_map_50_95,0.626730669472804,false,834.0915042757988,320,320,0
52,0.6240344315767288,0.5660046438376108,0.001,0.9659423841500113,0.5983854678121817,val_map_50_95,0.5983854678121817,false,849.7904443256557,320,320,0
53,0.6090499818325043,0.5327070653438568,0.001,0.9670507396612822,0.6375608503355392,val_map_50_95,0.6375608503355392,true,865.1863933950663,320,320,0
54,0.6087057530879975,0.5731467405954996,0.001,0.9660099046770542,0.5831505410192307,val_map_50_95,0.5831505410192307,false,879.5913989245892,320,320,0
