epoch,train_loss_mean,val_loss,learning_rate,val_map50,val_map50_95,selection_metric,selection_value,is_best,elapsed_seconds,images_seen,images_trained,images_skipped
1,6.353868079185486,4.893357276916504,0.001,0.0,0.0,val_map_50_95,0.0,true,20.82802565395832,320,320,0
2,4.570619225502014,4.173343022664388,0.001,0.0,0.0,val_map_50_95,0.0,false,30.54696013405919,320,320,0
3,4.11109471321106,3.6881410280863443,0.001,0.12743863278706447,0.03929462822417186,val_map_50_95,0.03929462822417186,true,40.04497288912535,320,320,0
4,3.6546652555465697,3.315744161605835,0.001,0.29105665696757205,0.09586760471924195,val_map_50_95,0.09586760471924195,true,48.807999555021524,320,320,0
5,3.2887799382209777,3.0937340259552,0.001,0.3923769399618123,0.16385931438776521,val_map_50_95,0.16385931438776521,true,56.89101568236947,320,320,0
6,3.117388677597046,2.9667468865712485,0.001,0.4732246945681203,0.2099754701226067,val_map_50_95,0.2099754701226067,true,64.72810813039541,320,320,0
7,3.0187145590782167,2.8450196584065757,0.001,0.548128172679738,0.2665810585562917,val_map_50_95,0.2665810585562917,true,72.84905221685767,320,320,0
8,2.892543089389801,2.7752386728922525,0.001,0.5587403480323339,0.27036913002449103,val_map_50_95,0.27036913002449103,true,80.65024252608418,320,320,0
9,2.836335909366608,2.6858626206715903,0.001,0.5868056129769148,0.29672745419059254,val_map_50_95,0.29672745419059254,true,89.10819835960865,320,320,0
10,2.80453679561615,2.7781214714050293,0.001,0.6349530359430137,0.28719596901744165,val_map_50_95,0.28719596901744165,false,96.70701786503196,320,320,0
11,2.727530598640442,2.6297762393951416,0.001,0.6567969143664473,0.33649914030277056,val_map_50_95,0.33649914030277056,true,105.3293295390904,320,320,0
12,2.6824071526527407,2.5649705727895102,0.001,0.6677241835908274,0.34813676579957425,val_map_50_95,0.34813676579957425,true,115.07501494511962,320,320,0
13,2.629657804965973,2.524010181427002,0.001,0.6588088488445357,0.3521581573604169,val_map_50_95,0.3521581573604169,true,123.12100543826818,320,320,0
14,2.645975661277771,2.5078232288360596,0.001,0.6682807317922025,0.35638678258575757,val_map_50_95,0.35638678258575757,true,131.17282389849424,320,320,0
15,2.5604648351669312,2.4916903177897134,0.001,0.6875088170340371,0.3577824717428168,val_map_50_95,0.3577824717428168,true,139.43595093116164,320,320,0
16,2.541492998600006,2.456062078475952,0.001,0.6999369885804131,0.3773893395202626,val_map_50_95,0.3773893395202626,true,147.5261507704854,320,320,0
