epoch,train_loss_mean,val_loss,learning_rate,val_map50,val_map50_95,selection_metric,selection_value,is_best,elapsed_seconds,images_seen,images_trained,images_skipped
1,5.7470228433609005,5.205979029337565,0.001,0.37607128379430166,0.0979898149744177,val_map_50_95,0.0979898149744177,true,21.99610958993435,320,320,0
2,4.529023838043213,4.286075433095296,0.001,0.4153069875705228,0.1431693762402319,val_map_50_95,0.1431693762402319,true,33.34701946377754,320,320,0
3,4.0239053010940555,3.957859675089518,0.001,0.42691591912909643,0.16430217486458545,val_map_50_95,0.16430217486458545,true,42.72304520756006,320,320,0
4,3.7500556826591493,3.7924623489379883,0.001,0.4724929949429509,0.18269518782847985,val_map_50_95,0.18269518782847985,true,51.237061105668545,320,320,0
5,3.549879729747772,3.5826613108317056,0.001,0.4627611697484269,0.19946717870732428,val_map_50_95,0.19946717870732428,true,58.985128939151764,320,320,0
6,3.4020185708999633,3.481130282084147,0.001,0.48206594632427124,0.20873976973088912,val_map_50_95,0.20873976973088912,true,66.48803195357323,320,320,0
7,3.2608574628829956,3.3717287381490073,0.001,0.47522618468035155,0.20840712513442922,val_map_50_95,0.20840712513442922,false,73.902975872159,320,320,0
8,3.1216175675392153,3.2792773246765137,0.001,0.47465406498609963,0.21586959822957075,val_map_50_95,0.21586959822957075,true,81.37003650516272,320,320,0
9,3.077501678466797,3.2195398012797036,0.001,0.45685336474167443,0.20982835176405645,val_map_50_95,0.20982835176405645,false,88.67402323335409,320,320,0
10,3.0031025886535643,3.1392029921213784,0.001,0.4667728146855958,0.22001779932574272,val_map_50_95,0.22001779932574272,true,96.01098228991032,320,320,0
11,2.885702300071716,3.027901808420817,0.001,0.45019914922183385,0.22424696755717446,val_map_50_95,0.22424696755717446,true,103.22409131377935,320,320,0
12,2.855794668197632,2.995093822479248,0.001,0.4596724288360764,0.23058681404981302,val_map_50_95,0.23058681404981302,true,110.29475276917219,320,320,0
13,2.7974891901016234,2.9773890177408853,0.001,0.46054888074069883,0.22715770790170253,val_map_50_95,0.22715770790170253,false,117.29645367339253,320,320,0
